 Text,Label
UOB Security Notice: policy update on your account. Click https://secure-update-ocbc.com to review. Ref: REF901218SG,Financial
UOB Fraud Prevention: Action needed due to urgent bank verification. Proceed to: https://sgbank-alerts.net Ref#REF548129SG,Financial
"Dear customer, unauthorised transaction detected. Your Maybank SG account access requires verification: https://dbs-mobileverify.com",Financial
DBS: We've detected eStatement access issue. Access secure portal to prevent suspension: https://bank-review-service.com,Financial
URGENT: urgent bank verification has triggered a security hold on your OCBC account. Resolve at https://myposb-auth.sg,Financial
Maybank SG Security Notice: security breach on your account. Click https://sgbank-alerts.net to review. Ref: REF434469SG,Financial
URGENT: risk alert has triggered a security hold on your UOB account. Resolve at https://myposb-auth.sg,Financial
Maybank SG: We've detected change in payee information. Access secure portal to prevent suspension: https://myposb-auth.sg,Financial
[Maybank SG] ALERT: Your account faces eStatement access issue. Verify immediately at https://sgbank-alerts.net [REF880822SG],Financial
"Dear customer, change in payee information detected. Your DBS account access requires verification: https://bank-review-service.com",Financial
POSB: We've detected unauthorised transaction. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
URGENT: urgent bank verification has triggered a security hold on your Maybank SG account. Resolve at https://myposb-auth.sg,Financial
DBS NOTICE: login attempt from unknown device. Please secure your account now via https://myposb-auth.sg Ref: REF132143SG,Financial
UOB: We've detected temporary suspension. Access secure portal to prevent suspension: https://bank-review-service.com,Financial
DBS Security Notice: unauthorised transaction on your account. Click https://dbs-mobileverify.com to review. Ref: REF667387SG,Financial
"Dear customer, eStatement access issue detected. Your UOB account access requires verification: https://dbs-mobileverify.com",Financial
Maybank SG Security Notice: change in payee information on your account. Click https://bank-review-service.com to review. Ref: REF952964SG,Financial
[UOB] ALERT: Your account faces blocked account. Verify immediately at https://bank-review-service.com [REF810254SG],Financial
OCBC NOTICE: urgent bank verification. Please secure your account now via https://myposb-auth.sg Ref: REF895324SG,Financial
UOB Fraud Prevention: Action needed due to urgent bank verification. Proceed to: https://bank-review-service.com Ref#REF892199SG,Financial
URGENT: unusual withdrawal has triggered a security hold on your OCBC account. Resolve at https://uob-protectonline.org,Financial
[UOB] ALERT: Your account faces unauthorised transaction. Verify immediately at https://dbs-mobileverify.com [REF568497SG],Financial
"Dear customer, risk alert detected. Your POSB account access requires verification: https://bank-review-service.com",Financial
[POSB] ALERT: Your account faces security breach. Verify immediately at https://sgbank-alerts.net [REF917425SG],Financial
OCBC Security Notice: pending transfer on your account. Click https://myposb-auth.sg to review. Ref: REF866571SG,Financial
Hi. DBS found a fraud alert. Login at https://sgbank-alerts.net for immediate assistance.,Financial
POSB Security Notice: login attempt from unknown device on your account. Click https://uob-protectonline.org to review. Ref: REF545241SG,Financial
Maybank SG: We've detected change in payee information. Access secure portal to prevent suspension: https://secure-update-ocbc.com,Financial
[OCBC] ALERT: Your account faces pending transfer. Verify immediately at https://myposb-auth.sg [REF726571SG],Financial
OCBC Fraud Prevention: Action needed due to temporary suspension. Proceed to: https://uob-protectonline.org Ref#REF142929SG,Financial
POSB Fraud Prevention: Action needed due to policy update. Proceed to: https://sgbank-alerts.net Ref#REF501119SG,Financial
[POSB] ALERT: Your account faces eStatement access issue. Verify immediately at https://dbs-mobileverify.com [REF500140SG],Financial
DBS: We've detected temporary suspension. Access secure portal to prevent suspension: https://bank-review-service.com,Financial
DBS Security Notice: temporary suspension on your account. Click https://dbs-mobileverify.com to review. Ref: REF702621SG,Financial
"Dear customer, temporary suspension detected. Your UOB account access requires verification: https://dbs-mobileverify.com",Financial
OCBC Security Notice: unauthorised transaction on your account. Click https://sgbank-alerts.net to review. Ref: REF200964SG,Financial
Maybank SG NOTICE: policy update. Please secure your account now via https://secure-update-ocbc.com Ref: REF670756SG,Financial
POSB Fraud Prevention: Action needed due to fraud alert. Proceed to: https://dbs-mobileverify.com Ref#REF953555SG,Financial
Hi. UOB found a security breach. Login at https://dbs-mobileverify.com for immediate assistance.,Financial
UOB: We've detected unauthorised transaction. Access secure portal to prevent suspension: https://myposb-auth.sg,Financial
OCBC NOTICE: temporary suspension. Please secure your account now via https://myposb-auth.sg Ref: REF204152SG,Financial
"Dear customer, update security settings detected. Your OCBC account access requires verification: https://secure-update-ocbc.com",Financial
"Dear customer, change in payee information detected. Your OCBC account access requires verification: https://sgbank-alerts.net",Financial
[Maybank SG] ALERT: Your account faces login attempt from unknown device. Verify immediately at https://dbs-mobileverify.com [REF536202SG],Financial
POSB: We've detected temporary suspension. Access secure portal to prevent suspension: https://bank-review-service.com,Financial
DBS Security Notice: urgent bank verification on your account. Click https://uob-protectonline.org to review. Ref: REF553160SG,Financial
[UOB] ALERT: Your account faces urgent bank verification. Verify immediately at https://bank-review-service.com [REF844312SG],Financial
POSB: We've detected pending transfer. Access secure portal to prevent suspension: https://uob-protectonline.org,Financial
Hi. OCBC found a security breach. Login at https://uob-protectonline.org for immediate assistance.,Financial
OCBC Security Notice: eStatement access issue on your account. Click https://uob-protectonline.org to review. Ref: REF371876SG,Financial
OCBC Security Notice: risk alert on your account. Click https://bank-review-service.com to review. Ref: REF721594SG,Financial
"Dear customer, policy update detected. Your UOB account access requires verification: https://secure-update-ocbc.com",Financial
[POSB] ALERT: Your account faces change in payee information. Verify immediately at https://dbs-mobileverify.com [REF561008SG],Financial
OCBC Fraud Prevention: Action needed due to blocked account. Proceed to: https://sgbank-alerts.net Ref#REF264012SG,Financial
UOB: We've detected unauthorised transaction. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
OCBC Fraud Prevention: Action needed due to update security settings. Proceed to: https://dbs-mobileverify.com Ref#REF965775SG,Financial
DBS: We've detected temporary suspension. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
[OCBC] ALERT: Your account faces unauthorised transaction. Verify immediately at https://secure-update-ocbc.com [REF134547SG],Financial
Maybank SG Fraud Prevention: Action needed due to policy update. Proceed to: https://bank-review-service.com Ref#REF442999SG,Financial
URGENT: eStatement access issue has triggered a security hold on your DBS account. Resolve at https://dbs-mobileverify.com,Financial
URGENT: update security settings has triggered a security hold on your Maybank SG account. Resolve at https://uob-protectonline.org,Financial
[UOB] ALERT: Your account faces change in payee information. Verify immediately at https://uob-protectonline.org [REF555453SG],Financial
UOB: We've detected fraud alert. Access secure portal to prevent suspension: https://secure-update-ocbc.com,Financial
"Dear customer, change in payee information detected. Your OCBC account access requires verification: https://myposb-auth.sg",Financial
"Dear customer, temporary suspension detected. Your UOB account access requires verification: https://sgbank-alerts.net",Financial
URGENT: unauthorised transaction has triggered a security hold on your UOB account. Resolve at https://uob-protectonline.org,Financial
URGENT: risk alert has triggered a security hold on your DBS account. Resolve at https://sgbank-alerts.net,Financial
OCBC Fraud Prevention: Action needed due to pending transfer. Proceed to: https://bank-review-service.com Ref#REF646861SG,Financial
POSB: We've detected unauthorised transaction. Access secure portal to prevent suspension: https://sgbank-alerts.net,Financial
"Dear customer, temporary suspension detected. Your Maybank SG account access requires verification: https://uob-protectonline.org",Financial
URGENT: fraud alert has triggered a security hold on your DBS account. Resolve at https://dbs-mobileverify.com,Financial
UOB NOTICE: temporary suspension. Please secure your account now via https://bank-review-service.com Ref: REF990994SG,Financial
DBS: We've detected change in payee information. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
OCBC Fraud Prevention: Action needed due to policy update. Proceed to: https://bank-review-service.com Ref#REF796347SG,Financial
Hi. Maybank SG found a unusual withdrawal. Login at https://bank-review-service.com for immediate assistance.,Financial
Hi. Maybank SG found a fraud alert. Login at https://myposb-auth.sg for immediate assistance.,Financial
Maybank SG Fraud Prevention: Action needed due to change in payee information. Proceed to: https://sgbank-alerts.net Ref#REF495741SG,Financial
DBS NOTICE: unusual withdrawal. Please secure your account now via https://bank-review-service.com Ref: REF217371SG,Financial
URGENT: pending transfer has triggered a security hold on your POSB account. Resolve at https://uob-protectonline.org,Financial
"Dear customer, eStatement access issue detected. Your Maybank SG account access requires verification: https://uob-protectonline.org",Financial
URGENT: login attempt from unknown device has triggered a security hold on your OCBC account. Resolve at https://dbs-mobileverify.com,Financial
POSB Fraud Prevention: Action needed due to eStatement access issue. Proceed to: https://secure-update-ocbc.com Ref#REF892246SG,Financial
"Dear customer, fraud alert detected. Your POSB account access requires verification: https://sgbank-alerts.net",Financial
"Dear customer, fraud alert detected. Your Maybank SG account access requires verification: https://myposb-auth.sg",Financial
"Dear customer, temporary suspension detected. Your POSB account access requires verification: https://bank-review-service.com",Financial
UOB Fraud Prevention: Action needed due to temporary suspension. Proceed to: https://bank-review-service.com Ref#REF504786SG,Financial
[POSB] ALERT: Your account faces 2FA error. Verify immediately at https://bank-review-service.com [REF490131SG],Financial
"Dear customer, security breach detected. Your OCBC account access requires verification: https://dbs-mobileverify.com",Financial
OCBC NOTICE: login attempt from unknown device. Please secure your account now via https://sgbank-alerts.net Ref: REF179356SG,Financial
DBS NOTICE: unauthorised transaction. Please secure your account now via https://sgbank-alerts.net Ref: REF373331SG,Financial
UOB NOTICE: security breach. Please secure your account now via https://bank-review-service.com Ref: REF562473SG,Financial
[POSB] ALERT: Your account faces temporary suspension. Verify immediately at https://myposb-auth.sg [REF693244SG],Financial
Hi. OCBC found a eStatement access issue. Login at https://uob-protectonline.org for immediate assistance.,Financial
Maybank SG NOTICE: fraud alert. Please secure your account now via https://uob-protectonline.org Ref: REF291427SG,Financial
"Dear customer, eStatement access issue detected. Your Maybank SG account access requires verification: https://secure-update-ocbc.com",Financial
Hi. POSB found a unusual withdrawal. Login at https://sgbank-alerts.net for immediate assistance.,Financial
[UOB] ALERT: Your account faces unauthorised transaction. Verify immediately at https://bank-review-service.com [REF940863SG],Financial
DBS Fraud Prevention: Action needed due to unusual withdrawal. Proceed to: https://myposb-auth.sg Ref#REF268026SG,Financial
DBS Fraud Prevention: Action needed due to eStatement access issue. Proceed to: https://dbs-mobileverify.com Ref#REF287530SG,Financial
Hi. DBS found a unauthorised transaction. Login at https://dbs-mobileverify.com for immediate assistance.,Financial
Hi. UOB found a policy update. Login at https://secure-update-ocbc.com for immediate assistance.,Financial
[POSB] ALERT: Your account faces login attempt from unknown device. Verify immediately at https://myposb-auth.sg [REF513103SG],Financial
Maybank SG NOTICE: policy update. Please secure your account now via https://myposb-auth.sg Ref: REF616669SG,Financial
[Maybank SG] ALERT: Your account faces policy update. Verify immediately at https://uob-protectonline.org [REF828332SG],Financial
URGENT: security breach has triggered a security hold on your Maybank SG account. Resolve at https://myposb-auth.sg,Financial
OCBC: We've detected fraud alert. Access secure portal to prevent suspension: https://uob-protectonline.org,Financial
POSB Security Notice: unusual withdrawal on your account. Click https://sgbank-alerts.net to review. Ref: REF199962SG,Financial
UOB NOTICE: change in payee information. Please secure your account now via https://sgbank-alerts.net Ref: REF550004SG,Financial
DBS Fraud Prevention: Action needed due to policy update. Proceed to: https://myposb-auth.sg Ref#REF660371SG,Financial
"Dear customer, eStatement access issue detected. Your DBS account access requires verification: https://bank-review-service.com",Financial
DBS NOTICE: blocked account. Please secure your account now via https://sgbank-alerts.net Ref: REF612747SG,Financial
OCBC Fraud Prevention: Action needed due to policy update. Proceed to: https://secure-update-ocbc.com Ref#REF743566SG,Financial
UOB Security Notice: policy update on your account. Click https://dbs-mobileverify.com to review. Ref: REF914195SG,Financial
[Maybank SG] ALERT: Your account faces unusual withdrawal. Verify immediately at https://bank-review-service.com [REF300401SG],Financial
URGENT: unauthorised transaction has triggered a security hold on your Maybank SG account. Resolve at https://myposb-auth.sg,Financial
Hi. UOB found a temporary suspension. Login at https://bank-review-service.com for immediate assistance.,Financial
"Dear customer, login attempt from unknown device detected. Your Maybank SG account access requires verification: https://myposb-auth.sg",Financial
DBS NOTICE: temporary suspension. Please secure your account now via https://sgbank-alerts.net Ref: REF868707SG,Financial
Maybank SG: We've detected update security settings. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
URGENT: pending transfer has triggered a security hold on your Maybank SG account. Resolve at https://myposb-auth.sg,Financial
URGENT: eStatement access issue has triggered a security hold on your OCBC account. Resolve at https://secure-update-ocbc.com,Financial
DBS NOTICE: fraud alert. Please secure your account now via https://dbs-mobileverify.com Ref: REF858557SG,Financial
URGENT: blocked account has triggered a security hold on your DBS account. Resolve at https://sgbank-alerts.net,Financial
POSB NOTICE: update security settings. Please secure your account now via https://myposb-auth.sg Ref: REF150696SG,Financial
POSB Security Notice: security breach on your account. Click https://uob-protectonline.org to review. Ref: REF900299SG,Financial
URGENT: unusual withdrawal has triggered a security hold on your OCBC account. Resolve at https://bank-review-service.com,Financial
URGENT: eStatement access issue has triggered a security hold on your Maybank SG account. Resolve at https://dbs-mobileverify.com,Financial
UOB Fraud Prevention: Action needed due to temporary suspension. Proceed to: https://dbs-mobileverify.com Ref#REF888468SG,Financial
"Dear customer, risk alert detected. Your DBS account access requires verification: https://bank-review-service.com",Financial
OCBC Security Notice: temporary suspension on your account. Click https://bank-review-service.com to review. Ref: REF691576SG,Financial
UOB Fraud Prevention: Action needed due to risk alert. Proceed to: https://dbs-mobileverify.com Ref#REF667213SG,Financial
Hi. UOB found a update security settings. Login at https://secure-update-ocbc.com for immediate assistance.,Financial
Maybank SG Security Notice: login attempt from unknown device on your account. Click https://secure-update-ocbc.com to review. Ref: REF947448SG,Financial
POSB Fraud Prevention: Action needed due to fraud alert. Proceed to: https://secure-update-ocbc.com Ref#REF751701SG,Financial
UOB: We've detected pending transfer. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
[OCBC] ALERT: Your account faces blocked account. Verify immediately at https://myposb-auth.sg [REF533751SG],Financial
URGENT: login attempt from unknown device has triggered a security hold on your DBS account. Resolve at https://bank-review-service.com,Financial
OCBC Security Notice: pending transfer on your account. Click https://secure-update-ocbc.com to review. Ref: REF831785SG,Financial
[OCBC] ALERT: Your account faces policy update. Verify immediately at https://dbs-mobileverify.com [REF541231SG],Financial
Maybank SG Fraud Prevention: Action needed due to policy update. Proceed to: https://myposb-auth.sg Ref#REF676353SG,Financial
"Dear customer, blocked account detected. Your UOB account access requires verification: https://sgbank-alerts.net",Financial
OCBC: We've detected eStatement access issue. Access secure portal to prevent suspension: https://dbs-mobileverify.com,Financial
OCBC NOTICE: blocked account. Please secure your account now via https://bank-review-service.com Ref: REF580901SG,Financial
POSB: We've detected security breach. Access secure portal to prevent suspension: https://sgbank-alerts.net,Financial
POSB NOTICE: risk alert. Please secure your account now via https://secure-update-ocbc.com Ref: REF336340SG,Financial
DBS Security Notice: update security settings on your account. Click https://uob-protectonline.org to review. Ref: REF662949SG,Financial
UOB: We've detected security breach. Access secure portal to prevent suspension: https://bank-review-service.com,Financial
POSB Security Notice: temporary suspension on your account. Click https://bank-review-service.com to review. Ref: REF978844SG,Financial
OCBC Fraud Prevention: Action needed due to urgent bank verification. Proceed to: https://uob-protectonline.org Ref#REF652267SG,Financial
[POSB] ALERT: Your account faces unusual withdrawal. Verify immediately at https://bank-review-service.com [REF407465SG],Financial
UOB NOTICE: login attempt from unknown device. Please secure your account now via https://secure-update-ocbc.com Ref: REF490336SG,Financial
POSB Security Notice: fraud alert on your account. Click https://sgbank-alerts.net to review. Ref: REF950647SG,Financial
"Dear customer, unauthorised transaction detected. Your Maybank SG account access requires verification: https://myposb-auth.sg",Financial
POSB Security Notice: security breach on your account. Click https://myposb-auth.sg to review. Ref: REF831764SG,Financial
"Dear customer, change in payee information detected. Your DBS account access requires verification: https://secure-update-ocbc.com",Financial
URGENT: update security settings has triggered a security hold on your POSB account. Resolve at https://sgbank-alerts.net,Financial
Hi. POSB found a eStatement access issue. Login at https://bank-review-service.com for immediate assistance.,Financial
POSB: We've detected eStatement access issue. Access secure portal to prevent suspension: https://uob-protectonline.org,Financial
DBS Fraud Prevention: Action needed due to unauthorised transaction. Proceed to: https://bank-review-service.com Ref#REF431567SG,Financial
Maybank SG Security Notice: 2FA error on your account. Click https://sgbank-alerts.net to review. Ref: REF520313SG,Financial
UOB Fraud Prevention: Action needed due to blocked account. Proceed to: https://dbs-mobileverify.com Ref#REF337110SG,Financial
"Dear customer, 2FA error detected. Your OCBC account access requires verification: https://secure-update-ocbc.com",Financial
URGENT: change in payee information has triggered a security hold on your OCBC account. Resolve at https://myposb-auth.sg,Financial
DBS Fraud Prevention: Action needed due to change in payee information. Proceed to: https://secure-update-ocbc.com Ref#REF219749SG,Financial
[UOB] ALERT: Your account faces unusual withdrawal. Verify immediately at https://bank-review-service.com [REF272231SG],Financial
Maybank SG NOTICE: unusual withdrawal. Please secure your account now via https://myposb-auth.sg Ref: REF357267SG,Financial
"Dear customer, update security settings detected. Your POSB account access requires verification: https://sgbank-alerts.net",Financial
OCBC Security Notice: risk alert on your account. Click https://bank-review-service.com to review. Ref: REF325979SG,Financial
"Dear customer, unusual withdrawal detected. Your POSB account access requires verification: https://secure-update-ocbc.com",Financial
