text,label
Lazada: Your membership is expiring. Renew now: http://lazada-deliveryinfo.com/renewDOSP2F,1
AliExpress - Order #JD3VS9 is on hold. Verify shipping details: http://ali-shipment-alert.co/confirmJD3VS9,1
Lazada: Gift for you! Redeem before expiry: http://lazada-deliveryinfocom/giftCQ92O8,1
Lazada update: Your package #ORDJQAIV8 is undeliverable. Fix it: http://laz-shipping-alert.org/resolveJQAIV8,1
Shopee: Your recent order has been delayed. Track status: http://shopee-sg-track.com/orderI665KR,1
Lazada: Tax not paid. Complete payment at: http://lazada-update-sg/tax67SU5E,1
Taobao: Your membership is expiring. Renew now: http://tao-security-updateorg/renew0JIDPW,1
Amazon - Order #T6JZ3A is on hold. Verify shipping details: http://amaz-secure-alert-info/confirmT6JZ3A,1
AliExpress: Final notice! Delivery of package #CEN5OB failed. Fix info: http://ali-shipment-alert.co/fixCEN5OB,1
SG Taobao Alert: You won a reward! Claim here: http://taobao-sg-checkcom/winVHA46S,1
SG AliExpress Alert: You won a reward! Claim here: http://ali-shipment-alert-co/winRP7IPF,1
Taobao SG: Issue with payment. Resolve here: http://taobao-sg-check-com/fixOGFAJA,1
"Lazada Notice: Item out for delivery, confirm address: http://lazada-update-sg/address3SSBHY",1
Reminder from AliExpress: Please verify your delivery info now: http://alx-payment-confirm-cn/verifyW96XGR,1
Lazada: Congratulations! You've been selected for a mystery prize. Confirm: http://lazada-update.sg/prizeE0772E,1
Shopee: We've suspended your account due to suspicious activity. Restore: http://shp-sg-alertco/reset5J7ANP,1
Amazon: Final notice! Delivery of package #NL9X5D failed. Fix info: http://amaz-secure-alert.info/fixNL9X5D,1
Amazon SG: Issue with payment. Resolve here: http://amz-sg-warningnet/fixJFDRQH,1
Amazon: We've suspended your account due to suspicious activity. Restore: http://amazon-prime-sg.com/resetC5AGIT,1
SG Taobao Alert: You won a reward! Claim here: http://taobao-sg-check-com/winFFBZ3F,1
Shopee: We've suspended your account due to suspicious activity. Restore: http://shp-sg-alertco/resetUVL743,1
Shopee: Your membership is expiring. Renew now: http://shp-sg-alert.co/renewZZJ6XH,1
Reminder from Lazada: Please verify your delivery info now: http://lazada-updatesg/verifyFMPP5O,1
Taobao: Your membership is expiring. Renew now: http://tao-security-updateorg/renewECLNVD,1
Reminder from Taobao: Please verify your delivery info now: http://taobao-sg-check-com/verify3B34TB,1
"Dear user, your Shopee package is on hold. Act now: http://shopee-sg-track-com/holdH9RQ7N",1
Lazada: Gift for you! Redeem before expiry: http://lazada-updatesg/gift20JI95,1
Amazon: Unusual login detected. Secure your account: http://amaz-secure-alert.info/secureM1HI6V,1
"AliExpress Notice: Item out for delivery, confirm address: http://aliexpress-taxsg.com/addressWSI66O",1
Lazada SG: Issue with payment. Resolve here: http://laz-shipping-alertorg/fix4YTA7J,1
Amazon: Your membership is expiring. Renew now: http://amazon-prime-sgcom/renewJWZMXT,1
AliExpress - Order #T1ZH2T is on hold. Verify shipping details: http://ali-shipment-alertco/confirmT1ZH2T,1
AliExpress: Final notice! Delivery of package #8JB748 failed. Fix info: http://alx-payment-confirm.cn/fix8JB748,1
Amazon ALERT: Suspicious transaction flagged. Verify now: http://amazon-prime-sg.com/check8FR821,1
Amazon: Unusual login detected. Secure your account: http://amaz-secure-alert.info/secureL2X8BX,1
Shopee: Tax not paid. Complete payment at: http://shopee-sg-track-com/taxDRZL2W,1
Reminder from AliExpress: Please verify your delivery info now: http://ali-shipment-alert.co/verify566WVC,1
Lazada SG: Issue with payment. Resolve here: http://laz-shipping-alert-org/fixILLES3,1
Lazada: Tax not paid. Complete payment at: http://lazada-update-sg/tax3NX563,1
Amazon update: Your package #ORDDV0PYY is undeliverable. Fix it: http://amz-sg-warning.net/resolveDV0PYY,1
AliExpress: Final notice! Delivery of package #INKM80 failed. Fix info: http://alx-payment-confirm-cn/fixINKM80,1
Amazon: Congratulations! You've been selected for a mystery prize. Confirm: http://amaz-secure-alert.info/prize1FW8RF,1
Amazon ALERT: Suspicious transaction flagged. Verify now: http://amz-sg-warning-net/checkQPW1BT,1
Shopee: Tax not paid. Complete payment at: http://shopee-sg-trackcom/tax58GF61,1
AliExpress: Your membership is expiring. Renew now: http://ali-shipment-alertco/renewO5ATJU,1
"Dear user, your Shopee package is on hold. Act now: http://shp-sg-alert.co/holdE70M7A",1
Action Required: AliExpress delivery could not be completed. Reschedule: http://alx-payment-confirm.cn/reschedC9FN0M,1
AliExpress: Your recent order has been delayed. Track status: http://aliexpress-taxsg.com/orderSNBC7Q,1
Taobao ALERT: Suspicious transaction flagged. Verify now: http://tb-tracknotice-cn/checkHVLU95,1
AliExpress: Unusual login detected. Secure your account: http://aliexpress-taxsgcom/secureXMRNKC,1
"Shopee Notice: Item out for delivery, confirm address: http://shopee-sg-track-com/address7ZHRCK",1
Amazon: Tax not paid. Complete payment at: http://amz-sg-warning.net/taxIEQGOE,1
Lazada SG: Issue with payment. Resolve here: http://lazada-deliveryinfocom/fixBKD7UA,1
Lazada: Your membership is expiring. Renew now: http://laz-shipping-alert.org/renewN8IBTB,1
Shopee: Unusual login detected. Secure your account: http://shopee-sg-track-com/secure2GZ103,1
"Dear user, your Taobao package is on hold. Act now: http://tao-security-update-org/holdTJW5EY",1
"Amazon Notice: Item out for delivery, confirm address: http://amaz-secure-alertinfo/addressJ0OC5X",1
Shopee SG: Issue with payment. Resolve here: http://shp-sg-alert-co/fixY3IAVA,1
Taobao: Unusual login detected. Secure your account: http://tb-tracknotice.cn/secureCLRALF,1
Amazon: Congratulations! You've been selected for a mystery prize. Confirm: http://amz-sg-warning-net/prizeMFXWK0,1
Taobao update: Your package #ORDZLHRGQ is undeliverable. Fix it: http://tb-tracknoticecn/resolveZLHRGQ,1
SG Shopee Alert: You won a reward! Claim here: http://shopee-sg-track.com/winCD5GE5,1
Lazada SG: Customs fee required for delivery. Pay here: http://lazada-deliveryinfo-com/customsK5MEHB,1
"Amazon Notice: Item out for delivery, confirm address: http://amaz-secure-alert.info/addressD724MM",1
Reminder from Taobao: Please verify your delivery info now: http://tb-tracknotice-cn/verifyPVW529,1
SG Shopee Alert: You won a reward! Claim here: http://shopee-delivery-status-net/winNNTPB7,1
"Dear user, your Amazon package is on hold. Act now: http://amazon-prime-sgcom/hold147F73",1
Shopee: Incomplete payment for item #YIKHSK. Complete payment: http://shopee-sg-trackcom/payYIKHSK,1
Amazon update: Your package #ORDDPAYO2 is undeliverable. Fix it: http://amazon-prime-sgcom/resolveDPAYO2,1
Lazada: Tax not paid. Complete payment at: http://laz-shipping-alert-org/taxFUSM66,1
AliExpress: Tax not paid. Complete payment at: http://alx-payment-confirm.cn/taxS8XL25,1
AliExpress: Gift for you! Redeem before expiry: http://aliexpress-taxsg.com/giftCYSOQA,1
AliExpress: Congratulations! You've been selected for a mystery prize. Confirm: http://aliexpress-taxsgcom/prizeBPFTUR,1
Lazada - Order #WRYBAE is on hold. Verify shipping details: http://lazada-updatesg/confirmWRYBAE,1
"Dear user, your Taobao package is on hold. Act now: http://tao-security-update-org/holdK5U0FE",1
Lazada: Final notice! Delivery of package #HVXZEH failed. Fix info: http://laz-shipping-alert.org/fixHVXZEH,1
Amazon: Gift for you! Redeem before expiry: http://amazon-prime-sg.com/giftDFU04U,1
Amazon update: Your package #ORDVG92C7 is undeliverable. Fix it: http://amazon-prime-sg.com/resolveVG92C7,1
Shopee: Gift for you! Redeem before expiry: http://shopee-sg-track-com/gift4QUJM1,1
"Dear user, your Lazada package is on hold. Act now: http://lazada-deliveryinfo-com/holdRVWZGK",1
Lazada: Unusual login detected. Secure your account: http://lazada-deliveryinfocom/secureFBK2MF,1
"Taobao Notice: Item out for delivery, confirm address: http://tb-tracknotice.cn/addressCBMPL3",1
SG AliExpress Alert: You won a reward! Claim here: http://alx-payment-confirm-cn/winUPE930,1
Taobao: Your recent order has been delayed. Track status: http://taobao-sg-check.com/orderL8SSDI,1
Lazada update: Your package #ORDMVGI8Q is undeliverable. Fix it: http://laz-shipping-alert.org/resolveMVGI8Q,1
AliExpress: Tax not paid. Complete payment at: http://ali-shipment-alertco/taxB9AOW3,1
Taobao: We've suspended your account due to suspicious activity. Restore: http://tb-tracknotice.cn/resetH4G9AE,1
SG Amazon Alert: You won a reward! Claim here: http://amazon-prime-sgcom/winZVWZG7,1
"Dear user, your Lazada package is on hold. Act now: http://laz-shipping-alertorg/hold3PHEO3",1
Amazon: Final notice! Delivery of package #RTHOYP failed. Fix info: http://amz-sg-warning-net/fixRTHOYP,1
Amazon ALERT: Suspicious transaction flagged. Verify now: http://amz-sg-warning-net/checkKZYME5,1
Lazada SG: Issue with payment. Resolve here: http://laz-shipping-alert-org/fix8W0LZY,1
AliExpress SG: Issue with payment. Resolve here: http://aliexpress-taxsg-com/fixTHB3PJ,1
Shopee ALERT: Suspicious transaction flagged. Verify now: http://shopee-delivery-status-net/checkIM0PEE,1
"Dear user, your Lazada package is on hold. Act now: http://laz-shipping-alertorg/holdXQTZ14",1
Shopee SG: Issue with payment. Resolve here: http://shopee-sg-trackcom/fixFV40B8,1
Taobao: Incomplete payment for item #KQJ8TB. Complete payment: http://tao-security-update-org/payKQJ8TB,1
Reminder from Amazon: Please verify your delivery info now: http://amaz-secure-alert-info/verifyGFL75N,1
Amazon update: Your package #ORDF0L87V is undeliverable. Fix it: http://amazon-prime-sg-com/resolveF0L87V,1
Taobao: Incomplete payment for item #3F7XVX. Complete payment: http://tb-tracknotice.cn/pay3F7XVX,1
Amazon: Final notice! Delivery of package #0GX4KB failed. Fix info: http://amz-sg-warning.net/fix0GX4KB,1
AliExpress SG: Issue with payment. Resolve here: http://ali-shipment-alertco/fixRXX3M9,1
Amazon: Your membership is expiring. Renew now: http://amz-sg-warningnet/renew15XRLY,1
AliExpress SG: Issue with payment. Resolve here: http://aliexpress-taxsg.com/fixJYPBA1,1
"Dear user, your AliExpress package is on hold. Act now: http://aliexpress-taxsgcom/hold2FZR96",1
Taobao: Unusual login detected. Secure your account: http://tb-tracknotice.cn/secure7DHJJM,1
Lazada ALERT: Suspicious transaction flagged. Verify now: http://laz-shipping-alert-org/checkZHVUDI,1
AliExpress SG: Issue with payment. Resolve here: http://alx-payment-confirm.cn/fix2XQE4J,1
Lazada - Order #WSFJ6R is on hold. Verify shipping details: http://laz-shipping-alert-org/confirmWSFJ6R,1
AliExpress: Your recent order has been delayed. Track status: http://ali-shipment-alert-co/orderNYSAPL,1
Taobao: Your membership is expiring. Renew now: http://taobao-sg-check.com/renewDNEG3J,1
Shopee - Order #OGLWTN is on hold. Verify shipping details: http://shp-sg-alert.co/confirmOGLWTN,1
Amazon SG: Customs fee required for delivery. Pay here: http://amz-sg-warningnet/customsX317HA,1
Lazada SG: Issue with payment. Resolve here: http://laz-shipping-alertorg/fixD9XQN6,1
Amazon: Incomplete payment for item #LV8R30. Complete payment: http://amz-sg-warningnet/payLV8R30,1
AliExpress: Final notice! Delivery of package #KZ3CAW failed. Fix info: http://alx-payment-confirmcn/fixKZ3CAW,1
Amazon: Incomplete payment for item #DCSUPO. Complete payment: http://amaz-secure-alertinfo/payDCSUPO,1
"AliExpress Notice: Item out for delivery, confirm address: http://aliexpress-taxsg-com/addressS5H0X7",1
Lazada - Order #NE2J9Y is on hold. Verify shipping details: http://lazada-deliveryinfo-com/confirmNE2J9Y,1
AliExpress SG: Customs fee required for delivery. Pay here: http://alx-payment-confirm-cn/customsBZAFPT,1
Shopee update: Your package #ORD11BSF7 is undeliverable. Fix it: http://shopee-delivery-status-net/resolve11BSF7,1
Shopee SG: Issue with payment. Resolve here: http://shopee-delivery-statusnet/fixSHFZFU,1
Amazon: Your recent order has been delayed. Track status: http://amaz-secure-alertinfo/orderNPUCZJ,1
Lazada: Your parcel #4BEOK6 was returned due to address mismatch. Update: http://laz-shipping-alert.org/update4BEOK6,1
Amazon: Your membership is expiring. Renew now: http://amazon-prime-sg.com/renewMVATDI,1
Lazada update: Your package #ORD7R7ZL5 is undeliverable. Fix it: http://lazada-updatesg/resolve7R7ZL5,1
Lazada ALERT: Suspicious transaction flagged. Verify now: http://laz-shipping-alert-org/checkZ0D1VH,1
Taobao: Unusual login detected. Secure your account: http://tb-tracknoticecn/secureNNV71I,1
Amazon: Congratulations! You've been selected for a mystery prize. Confirm: http://amz-sg-warning-net/prizeGS9XW9,1
AliExpress: Final notice! Delivery of package #6YI54M failed. Fix info: http://aliexpress-taxsgcom/fix6YI54M,1
Shopee: Unusual login detected. Secure your account: http://shopee-delivery-statusnet/secureJCNWVY,1
Amazon ALERT: Suspicious transaction flagged. Verify now: http://amz-sg-warning.net/checkPMT0PZ,1
Taobao: Tax not paid. Complete payment at: http://tb-tracknotice.cn/taxP21928,1
Action Required: Amazon delivery could not be completed. Reschedule: http://amz-sg-warning.net/reschedUK0UFU,1
Shopee SG: Issue with payment. Resolve here: http://shopee-sg-track-com/fixQMSIO7,1
Lazada: Your membership is expiring. Renew now: http://lazada-deliveryinfo-com/renewND3RPT,1
Shopee SG: Customs fee required for delivery. Pay here: http://shp-sg-alertco/customsMDN9ZV,1
AliExpress: Tax not paid. Complete payment at: http://ali-shipment-alertco/tax3WNERW,1
SG Amazon Alert: You won a reward! Claim here: http://amaz-secure-alert.info/win50TWPP,1
Reminder from Lazada: Please verify your delivery info now: http://laz-shipping-alert.org/verifyGE161A,1
Action Required: Lazada delivery could not be completed. Reschedule: http://laz-shipping-alert.org/reschedAI08ZF,1
Shopee: We've suspended your account due to suspicious activity. Restore: http://shopee-delivery-status-net/reset7BZYUS,1
Taobao: Final notice! Delivery of package #P1MS5Q failed. Fix info: http://taobao-sg-check-com/fixP1MS5Q,1
Shopee: Incomplete payment for item #HDCJK4. Complete payment: http://shopee-delivery-status.net/payHDCJK4,1
Taobao - Order #2JEJTX is on hold. Verify shipping details: http://tb-tracknoticecn/confirm2JEJTX,1
Reminder from AliExpress: Please verify your delivery info now: http://aliexpress-taxsg-com/verifyO9Z6K2,1
Shopee: Unusual login detected. Secure your account: http://shopee-sg-track-com/secureW86LFV,1
Amazon: Congratulations! You've been selected for a mystery prize. Confirm: http://amz-sg-warning.net/prizeC1GE0J,1
SG AliExpress Alert: You won a reward! Claim here: http://aliexpress-taxsgcom/winL4YUG4,1
Lazada: Final notice! Delivery of package #1G9X9L failed. Fix info: http://lazada-deliveryinfo.com/fix1G9X9L,1
AliExpress: Your parcel #8AZPZB was returned due to address mismatch. Update: http://alx-payment-confirm-cn/update8AZPZB,1
Amazon: Your membership is expiring. Renew now: http://amazon-prime-sgcom/renewXQFLVX,1
Taobao: Your recent order has been delayed. Track status: http://tao-security-update.org/orderPTZ67B,1
Taobao: Your membership is expiring. Renew now: http://tb-tracknotice.cn/renewWVYYSN,1
Amazon: Incomplete payment for item #4FRF3O. Complete payment: http://amazon-prime-sgcom/pay4FRF3O,1
Reminder from Amazon: Please verify your delivery info now: http://amz-sg-warning.net/verify7HTTIG,1
Lazada: We've suspended your account due to suspicious activity. Restore: http://laz-shipping-alertorg/resetB5JA9N,1
"Lazada Notice: Item out for delivery, confirm address: http://laz-shipping-alertorg/addressA2ZR9C",1
Shopee: Incomplete payment for item #S0GL4F. Complete payment: http://shopee-sg-track.com/payS0GL4F,1
"Shopee Notice: Item out for delivery, confirm address: http://shopee-delivery-statusnet/addressR69A26",1
Taobao SG: Customs fee required for delivery. Pay here: http://tb-tracknotice.cn/customs1PAU5X,1
Action Required: Lazada delivery could not be completed. Reschedule: http://lazada-updatesg/reschedBH40A8,1
Amazon: Incomplete payment for item #YST2K7. Complete payment: http://amz-sg-warning.net/payYST2K7,1
Lazada ALERT: Suspicious transaction flagged. Verify now: http://laz-shipping-alertorg/checkNLKJQ5,1
Taobao: Congratulations! You've been selected for a mystery prize. Confirm: http://tb-tracknotice.cn/prizeHARLMI,1
Taobao: Unusual login detected. Secure your account: http://taobao-sg-check.com/secureD9AH5K,1
Shopee SG: Issue with payment. Resolve here: http://shp-sg-alertco/fix1GTKRJ,1
AliExpress update: Your package #ORDYSCEXO is undeliverable. Fix it: http://alx-payment-confirm-cn/resolveYSCEXO,1
Action Required: Lazada delivery could not be completed. Reschedule: http://laz-shipping-alert.org/reschedYC1IPH,1
Action Required: Amazon delivery could not be completed. Reschedule: http://amazon-prime-sgcom/resched1S7THN,1
Shopee: Incomplete payment for item #Z9LMF7. Complete payment: http://shopee-delivery-status.net/payZ9LMF7,1
Action Required: Lazada delivery could not be completed. Reschedule: http://lazada-deliveryinfo-com/reschedMQUYCE,1
Shopee: Gift for you! Redeem before expiry: http://shp-sg-alert.co/giftAE0YIL,1
Taobao: Your membership is expiring. Renew now: http://tao-security-updateorg/renewHFBIMW,1
Action Required: Lazada delivery could not be completed. Reschedule: http://lazada-update.sg/reschedGWPZ0F,1
Lazada: Congratulations! You've been selected for a mystery prize. Confirm: http://lazada-deliveryinfo-com/prizeNEJL36,1
"AliExpress Notice: Item out for delivery, confirm address: http://alx-payment-confirmcn/addressDQTK8K",1
"Amazon Notice: Item out for delivery, confirm address: http://amazon-prime-sgcom/addressILHGB7",1
Taobao SG: Customs fee required for delivery. Pay here: http://taobao-sg-check-com/customs69ON9B,1
"Dear user, your Amazon package is on hold. Act now: http://amaz-secure-alert.info/holdB9WKA9",1
Shopee: Your membership is expiring. Renew now: http://shopee-delivery-status.net/renew4GAUTF,1
Reminder from Lazada: Please verify your delivery info now: http://lazada-deliveryinfocom/verify64WEST,1
Shopee - Order #00V9T5 is on hold. Verify shipping details: http://shopee-sg-track-com/confirm00V9T5,1
Taobao ALERT: Suspicious transaction flagged. Verify now: http://tb-tracknoticecn/checkB2R7Z5,1
"Lazada Notice: Item out for delivery, confirm address: http://lazada-deliveryinfo.com/addressJI91MG",1
Reminder from AliExpress: Please verify your delivery info now: http://aliexpress-taxsgcom/verify5GD7DF,1
Lazada SG: Issue with payment. Resolve here: http://lazada-deliveryinfocom/fixBIPHHD,1
Lazada: We've suspended your account due to suspicious activity. Restore: http://laz-shipping-alert-org/resetKJ3XC7,1
Amazon: Tax not paid. Complete payment at: http://amz-sg-warningnet/tax0W2ZXX,1
Amazon: Tax not paid. Complete payment at: http://amazon-prime-sgcom/taxBI6L2W,1
Taobao: Your recent order has been delayed. Track status: http://tao-security-update.org/orderY3ON3C,1
Amazon: Tax not paid. Complete payment at: http://amaz-secure-alert-info/taxYUNEWW,1
"Amazon Notice: Item out for delivery, confirm address: http://amazon-prime-sg.com/addressPZQBD9",1
Shopee: We've suspended your account due to suspicious activity. Restore: http://shopee-delivery-status.net/resetTG3QI0,1
SG Amazon Alert: You won a reward! Claim here: http://amaz-secure-alert.info/winTHWLUI,1
Shopee: We've suspended your account due to suspicious activity. Restore: http://shopee-delivery-statusnet/resetRR0PJ4,1
AliExpress: Gift for you! Redeem before expiry: http://ali-shipment-alertco/gift3N7NXL,1
AliExpress: Incomplete payment for item #7I0PIE. Complete payment: http://alx-payment-confirmcn/pay7I0PIE,1
Lazada SG: Customs fee required for delivery. Pay here: http://lazada-update-sg/customsVVIDJ0,1
AliExpress: We've suspended your account due to suspicious activity. Restore: http://aliexpress-taxsgcom/resetSJIE0O,1
Shopee - Order #TI4WX2 is on hold. Verify shipping details: http://shopee-sg-track.com/confirmTI4WX2,1
Reminder from Amazon: Please verify your delivery info now: http://amazon-prime-sgcom/verify19JYLN,1
Taobao: Incomplete payment for item #5RBPNF. Complete payment: http://taobao-sg-check-com/pay5RBPNF,1
"Dear user, your Taobao package is on hold. Act now: http://taobao-sg-check-com/holdV9FIR0",1
"AliExpress Notice: Item out for delivery, confirm address: http://ali-shipment-alertco/addressB0OY58",1
Shopee: Incomplete payment for item #EQH2W2. Complete payment: http://shopee-sg-track.com/payEQH2W2,1
Shopee: Your membership is expiring. Renew now: http://shopee-delivery-status.net/renewHXTKKY,1
Taobao SG: Issue with payment. Resolve here: http://tao-security-update-org/fixECHME6,1
Lazada: Your parcel #6PAG3W was returned due to address mismatch. Update: http://laz-shipping-alert-org/update6PAG3W,1
AliExpress update: Your package #ORDAN71PX is undeliverable. Fix it: http://ali-shipment-alert.co/resolveAN71PX,1
AliExpress: Your recent order has been delayed. Track status: http://aliexpress-taxsg.com/orderUSKNXW,1
Taobao ALERT: Suspicious transaction flagged. Verify now: http://tao-security-updateorg/checkAFQDFA,1
SG AliExpress Alert: You won a reward! Claim here: http://alx-payment-confirm-cn/winG7INAX,1
Amazon ALERT: Suspicious transaction flagged. Verify now: http://amz-sg-warning-net/checkDC4QQ2,1
Taobao: Your parcel #NZID1G was returned due to address mismatch. Update: http://taobao-sg-check-com/updateNZID1G,1
Lazada SG: Issue with payment. Resolve here: http://lazada-deliveryinfocom/fixA5RNTV,1
"Dear user, your Lazada package is on hold. Act now: http://lazada-deliveryinfocom/holdAZ3LO7",1
AliExpress: Final notice! Delivery of package #SJUZVZ failed. Fix info: http://ali-shipment-alertco/fixSJUZVZ,1
Taobao: Your recent order has been delayed. Track status: http://tao-security-updateorg/order53PSGD,1
Shopee: Your parcel #OEQ3WN was returned due to address mismatch. Update: http://shopee-delivery-status.net/updateOEQ3WN,1
"AliExpress Notice: Item out for delivery, confirm address: http://ali-shipment-alertco/address6VLKL3",1
Amazon: Final notice! Delivery of package #X09CUM failed. Fix info: http://amaz-secure-alert-info/fixX09CUM,1
Taobao: Tax not paid. Complete payment at: http://tao-security-updateorg/taxO62TJL,1
Lazada: Unusual login detected. Secure your account: http://lazada-deliveryinfo.com/secureG9HUMP,1
Lazada: Tax not paid. Complete payment at: http://lazada-update.sg/taxHMYUZ9,1
SG Shopee Alert: You won a reward! Claim here: http://shopee-sg-trackcom/winMERFEM,1
AliExpress: Unusual login detected. Secure your account: http://ali-shipment-alertco/secure8IUDWT,1
Taobao: Your recent order has been delayed. Track status: http://tb-tracknotice.cn/orderOPXG0M,1
AliExpress ALERT: Suspicious transaction flagged. Verify now: http://aliexpress-taxsg-com/checkVGDLU9,1
Taobao: Congratulations! You've been selected for a mystery prize. Confirm: http://tao-security-updateorg/prizeB4YA42,1
Amazon: Unusual login detected. Secure your account: http://amazon-prime-sg.com/secure9NDX4Z,1
Amazon update: Your package #ORDXQIX8N is undeliverable. Fix it: http://amazon-prime-sg.com/resolveXQIX8N,1
Amazon ALERT: Suspicious transaction flagged. Verify now: http://amazon-prime-sg.com/checkWYSTRC,1
"Shopee Notice: Item out for delivery, confirm address: http://shopee-sg-track-com/addressTE22YY",1
"Dear user, your Shopee package is on hold. Act now: http://shopee-sg-track.com/holdA5M5W4",1
Reminder from Lazada: Please verify your delivery info now: http://lazada-update.sg/verifyQSLAY3,1
Shopee: We've suspended your account due to suspicious activity. Restore: http://shopee-sg-track-com/resetF5ZQ20,1
"Shopee Notice: Item out for delivery, confirm address: http://shopee-sg-track-com/addressK32GD1",1
Amazon: Gift for you! Redeem before expiry: http://amz-sg-warningnet/gift9IDCRV,1
