body,label
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-834-150-3754 for assistance.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-843-833-3040 for assistance.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/1630,1
"Hello Pat, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/5941,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/3769,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/8939,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/9763,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/1572,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-283-177-4564 for assistance.,1
You have been selected for a government grant of $60656. Submit your SSN to receive it.,1
"Hello Jordan, your email has won a new iPhone! Provide your shipping address to receive it.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/1237,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/8651,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hi Morgan, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-543-613-7592 for assistance.,1
"Hello Alex, your email has won a new iPhone! Provide your shipping address to receive it.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/1097,1
"Hello Jordan, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/2591,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-907-262-6662 for assistance.,1
"Hello Jordan, your email has won a new iPhone! Provide your shipping address to receive it.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/1056,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/8622,1
"Hello Chris, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-859-248-6119 for assistance.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/9615,1
"Hi Pat, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hello Taylor, your email has won a new iPhone! Provide your shipping address to receive it.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/3127,1
You have been selected for a government grant of $290392. Submit your SSN to receive it.,1
You have an unclaimed inheritance of $370640. Contact us to process your claim.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/1788,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/9607,1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-726-486-9434 for assistance.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-235-638-7259 for assistance.,1
You have been selected for a government grant of $909544. Submit your SSN to receive it.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/1377,1
"Hello John, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/2986,1
"Dear Chris, I am a prince from Kuwait and I need your help transferring $10 million. You will be rewarded.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-315-762-2381 for assistance.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/9589,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/3827,1
You have been selected for a government grant of $479541. Submit your SSN to receive it.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/5726,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/1192,1
You have an unclaimed inheritance of $714403. Contact us to process your claim.,1
You have an unclaimed inheritance of $624519. Contact us to process your claim.,1
You have an unclaimed inheritance of $548233. Contact us to process your claim.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/6942,1
"Hello Chris, your email has won a new iPhone! Provide your shipping address to receive it.",1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/7110,1
"Hello Taylor, your email has won a new iPhone! Provide your shipping address to receive it.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/4117,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/6080,1
"Hello Emily, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/9346,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/4929,1
You have been selected for a government grant of $601523. Submit your SSN to receive it.,1
Congratulations! You've won $24011 in our international lottery. Please send your bank details to claim your prize.,1
"Dear Emily, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/2204,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hello Taylor, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/1770,1
"Dear John, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/3931,1
"Hello Alex, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/7748,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-298-247-2007 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/6585,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/3395,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-715-748-7053 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/4755,1
Congratulations! You've won $105959 in our international lottery. Please send your bank details to claim your prize.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/1456,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/2921,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/1159,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/4740,1
"Hello John, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hello Emily, your email has won a new iPhone! Provide your shipping address to receive it.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/2903,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Hello Taylor, your email has won a new iPhone! Provide your shipping address to receive it.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/4484,1
"Dear Morgan, I am a prince from India and I need your help transferring $10 million. You will be rewarded.",1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/1029,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Dear Emily, I am a prince from South Africa and I need your help transferring $10 million. You will be rewarded.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/6473,1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/9622,1
Congratulations! You've won $267348 in our international lottery. Please send your bank details to claim your prize.,1
You have an unclaimed inheritance of $505056. Contact us to process your claim.,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/7818,1
You have been selected for a government grant of $303960. Submit your SSN to receive it.,1
"Hello Alex, your email has won a new iPhone! Provide your shipping address to receive it.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/8310,1
"Hello Chris, your email has won a new iPhone! Provide your shipping address to receive it.",1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/1592,1
"Dear John, I am a prince from India and I need your help transferring $10 million. You will be rewarded.",1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/7960,1
"Hello Alex, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-569-565-4332 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/7224,1
You have an unclaimed inheritance of $836728. Contact us to process your claim.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/1830,1
You have been selected for a government grant of $529900. Submit your SSN to receive it.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/8035,1
Congratulations! You've won $142581 in our international lottery. Please send your bank details to claim your prize.,1
"Hi Taylor, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-818-599-5122 for assistance.,1
Congratulations! You've won $742229 in our international lottery. Please send your bank details to claim your prize.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hi Morgan, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/5301,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-633-200-7156 for assistance.,1
"Dear Emily, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/9820,1
You have been selected for a government grant of $568612. Submit your SSN to receive it.,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hello Pat, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/5304,1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/7155,1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/4055,1
"Hello Jane, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/7830,1
"Dear Casey, I am a prince from South Africa and I need your help transferring $10 million. You will be rewarded.",1
"Dear Casey, I am a prince from Ghana and I need your help transferring $10 million. You will be rewarded.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-423-788-4900 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/3314,1
Congratulations! You've won $341591 in our international lottery. Please send your bank details to claim your prize.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/3695,1
"Dear Morgan, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
Congratulations! You've won $343406 in our international lottery. Please send your bank details to claim your prize.,1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
You have been selected for a government grant of $307236. Submit your SSN to receive it.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/5133,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/1321,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Dear Taylor, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-512-613-4967 for assistance.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Congratulations! You've won $675740 in our international lottery. Please send your bank details to claim your prize.,1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/5679,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-400-413-5725 for assistance.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/7070,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/6417,1
"Dear Jordan, I am a prince from Kuwait and I need your help transferring $10 million. You will be rewarded.",1
"Hello John, your email has won a new iPhone! Provide your shipping address to receive it.",1
You have been selected for a government grant of $927195. Submit your SSN to receive it.,1
"Hello Jane, your email has won a new iPhone! Provide your shipping address to receive it.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/2230,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/8654,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/9075,1
Congratulations! You've won $449101 in our international lottery. Please send your bank details to claim your prize.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/9431,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/9862,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/4780,1
"Hello Jane, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/4623,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hello Casey, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/1886,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/7262,1
You have an unclaimed inheritance of $13515. Contact us to process your claim.,1
"Hello Casey, your email has won a new iPhone! Provide your shipping address to receive it.",1
Congratulations! You've won $821414 in our international lottery. Please send your bank details to claim your prize.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/5049,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/1034,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-804-923-2896 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/6046,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/7855,1
Congratulations! You've won $501592 in our international lottery. Please send your bank details to claim your prize.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Dear Alex, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://verify.example.com/2015,1
"Hello John, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
"Dear Taylor, I am a prince from Kuwait and I need your help transferring $10 million. You will be rewarded.",1
"Hi John, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/5517,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/5283,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/1979,1
You have been selected for a government grant of $342553. Submit your SSN to receive it.,1
"Hello John, your email has won a new iPhone! Provide your shipping address to receive it.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Hello Taylor, your email has won a new iPhone! Provide your shipping address to receive it.",1
You have been selected for a government grant of $803162. Submit your SSN to receive it.,1
"Dear Pat, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/8888,1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/8172,1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/9749,1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/2067,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have been selected for a government grant of $469635. Submit your SSN to receive it.,1
"Dear Jane, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/5047,1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
You have an unclaimed inheritance of $829239. Contact us to process your claim.,1
Congratulations! You've won $891096 in our international lottery. Please send your bank details to claim your prize.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-644-363-1387 for assistance.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/1266,1
"Hello Jane, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
"Dear John, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Hello Morgan, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/9019,1
"Hi Pat, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hello John, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have an unclaimed inheritance of $625534. Contact us to process your claim.,1
"Hello Jordan, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://verify.example.com/2754,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/6466,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-607-792-7794 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/3139,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/5277,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/6974,1
"Dear Morgan, I am a prince from UAE and I need your help transferring $10 million. You will be rewarded.",1
"Hi Taylor, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
You have been selected for a government grant of $4366. Submit your SSN to receive it.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/8766,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-420-822-8251 for assistance.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/1209,1
You have an unclaimed inheritance of $256057. Contact us to process your claim.,1
Congratulations! You've won $136949 in our international lottery. Please send your bank details to claim your prize.,1
You have been selected for a government grant of $920381. Submit your SSN to receive it.,1
You have been selected for a government grant of $802166. Submit your SSN to receive it.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/4852,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/1586,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/7693,1
"Hi Taylor, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
